Product,Brand,SKU,Category,Old Image,New Image,Recovery Source,Recovery Confidence,Final Visibility
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Black Matt","Jaquar","KUP-BLM-35233NKPM","Faucets","https://www.jaquar.com/images/thumbs/0046684_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/kup-blm-35233nkpm/1789293761531-kup-blm-35233nkpm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Black Matt","Jaquar","LAG-BLM-91233NK","Faucets","https://www.jaquar.com/images/thumbs/0060761_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-blm-91233nk/1789294337201-lag-blm-91233nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Blush Gold Bright PVD","Jaquar","KUP-BGP-35233NKPM","Faucets","https://www.jaquar.com/images/thumbs/0055993_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-blush-gold-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/kup-bgp-35233nkpm/1789288246302-kup-bgp-35233nkpm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Blush Gold Bright PVD","Jaquar","OPP-BGP-15233NKPM","Faucets","https://www.jaquar.com/images/thumbs/0053191_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-blush-gold-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/opp-bgp-15233nkpm/1789288226271-opp-bgp-15233nkpm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Blush Gold Bright PVD","Jaquar","LAG-BGP-91233NK","Faucets","https://www.jaquar.com/images/thumbs/0060766_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-blush-gold-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-bgp-91233nk/1789294329831-lag-bgp-91233nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Chrome","Jaquar","LAG-CHR-91233NK","Faucets","https://www.jaquar.com/images/thumbs/0060759_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-chr-91233nk/1789294342016-lag-chr-91233nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Chrome","Jaquar","KUP-CHR-35233NKPM","Faucets","https://www.jaquar.com/images/thumbs/0046481_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/kup-chr-35233nkpm/1789293766438-kup-chr-35233nkpm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Gold Bright PVD","Jaquar","OPP-GBP-15233NKPM","Faucets","https://www.jaquar.com/images/thumbs/0055876_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-gold-bright-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/opp-gbp-15233nkpm/1789293794190-opp-gbp-15233nkpm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Gold Bright PVD","Jaquar","KUP-GBP-35233NKPM","Faucets","https://www.jaquar.com/images/thumbs/0055887_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-gold-bright-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/kup-gbp-35233nkpm/1789293754067-kup-gbp-35233nkpm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Gold Bright PVD","Jaquar","LAG-GBP-91233NK","Faucets","https://www.jaquar.com/images/thumbs/0060767_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-gold-bright-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-gbp-91233nk/1789288099861-lag-gbp-91233nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Gold Matt PVD","Jaquar","OPP-GMP-15233NKPM","Faucets","https://www.jaquar.com/images/thumbs/0055674_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-gold-matt-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/opp-gmp-15233nkpm/1789293795472-opp-gmp-15233nkpm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Gold Matt PVD","Jaquar","LAG-GMP-91233NK","Faucets","https://www.jaquar.com/images/thumbs/0060762_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-gold-matt-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-gmp-91233nk/1789294334322-lag-gmp-91233nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Gold Matt PVD","Jaquar","KUP-GMP-35233NKPM","Faucets","https://www.jaquar.com/images/thumbs/0055570_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-gold-matt-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/kup-gmp-35233nkpm/1789293754657-kup-gmp-35233nkpm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Graphite","Jaquar","KUP-GRF-35233NKPM","Faucets","https://www.jaquar.com/images/thumbs/0060349_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-graphite_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/kup-grf-35233nkpm/1789293760224-kup-grf-35233nkpm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Lever: Black Chrome | Body: Black Matt","Jaquar","LAG-BBC-91233NK","Faucets","https://www.jaquar.com/images/thumbs/0060764_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-lever-black-chrome-body-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-bbc-91233nk/1789294333459-lag-bbc-91233nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Lever: Gold Bright PVD | Body: Gold Matt PVD","Jaquar","LAG-GMG-91233NK","Faucets","https://www.jaquar.com/images/thumbs/0060765_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-lever-gold-bright-pvd-body-gold-matt-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-gmg-91233nk/1789294331897-lag-gmg-91233nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Lever: Gold Matt PVD | Body: Black Matt","Jaquar","LAG-BGM-91233NK","Faucets","https://www.jaquar.com/images/thumbs/0060763_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-lever-gold-matt-pvd-body-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-bgm-91233nk/1789294334978-lag-bgm-91233nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Single Lever Basin Mixer Wall Mounted - Stainless Steel","Jaquar","KUP-SSF-35233NKPM","Faucets","https://www.jaquar.com/images/thumbs/0060516_exposed-part-kit-of-single-lever-basin-mixer-wall-mounted-stainless-steel_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/kup-ssf-35233nkpm/1789293758403-kup-ssf-35233nkpm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Two Concealed Stop Cocks - Black Chrome","Jaquar","LAG-BCH-91423K","Faucets","https://www.jaquar.com/images/thumbs/0069980_exposed-part-kit-of-two-concealed-stop-cocks-black-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-bch-91423k/1789294308269-lag-bch-91423k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Two Concealed Stop Cocks - Black Matt","Jaquar","LAG-BLM-91423K","Faucets","https://www.jaquar.com/images/thumbs/0060780_exposed-part-kit-of-two-concealed-stop-cocks-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-blm-91423k/1789294308415-lag-blm-91423k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Two Concealed Stop Cocks - Blush Gold Bright PVD","Jaquar","LAG-BGP-91423K","Faucets","https://www.jaquar.com/images/thumbs/0060786_exposed-part-kit-of-two-concealed-stop-cocks-blush-gold-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-bgp-91423k/1789288082763-lag-bgp-91423k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Two Concealed Stop Cocks - Chrome","Jaquar","LAG-CHR-91423K","Faucets","https://www.jaquar.com/images/thumbs/0060779_exposed-part-kit-of-two-concealed-stop-cocks-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-chr-91423k/1789294309116-lag-chr-91423k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Two Concealed Stop Cocks - Gold Bright PVD","Jaquar","LAG-GBP-91423K","Faucets","https://www.jaquar.com/images/thumbs/0060785_exposed-part-kit-of-two-concealed-stop-cocks-gold-bright-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-gbp-91423k/1789294294674-lag-gbp-91423k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Two Concealed Stop Cocks - Gold Matt PVD","Jaquar","LAG-GMP-91423K","Faucets","https://www.jaquar.com/images/thumbs/0060781_exposed-part-kit-of-two-concealed-stop-cocks-gold-matt-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-gmp-91423k/1789294307762-lag-gmp-91423k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Two Concealed Stop Cocks - Lever: Black Chrome | Body: Black Matt","Jaquar","LAG-BBC-91423K","Faucets","https://www.jaquar.com/images/thumbs/0060783_exposed-part-kit-of-two-concealed-stop-cocks-lever-black-chrome-body-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-bbc-91423k/1789294298192-lag-bbc-91423k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Two Concealed Stop Cocks - Lever: Gold Bright PVD | Body: Gold Matt PVD","Jaquar","LAG-GMG-91423K","Faucets","https://www.jaquar.com/images/thumbs/0060784_exposed-part-kit-of-two-concealed-stop-cocks-lever-gold-bright-pvd-body-gold-matt-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-gmg-91423k/1789294298612-lag-gmg-91423k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Two Concealed Stop Cocks - Lever: Gold Matt PVD | Body: Black Matt","Jaquar","LAG-BGM-91423K","Faucets","https://www.jaquar.com/images/thumbs/0060782_exposed-part-kit-of-two-concealed-stop-cocks-lever-gold-matt-pvd-body-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-bgm-91423k/1789294305827-lag-bgm-91423k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Urinal Sensor - Antique Bronze","Jaquar","SNR-ABR-51085K","Showers","https://www.jaquar.com/images/thumbs/0053929_exposed-part-kit-of-urinal-sensor-antique-bronze_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-abr-51085k/1789290728436-snr-abr-51085k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Urinal Sensor - Antique Copper","Jaquar","SNR-ACR-51085K","Showers","https://www.jaquar.com/images/thumbs/0053930_exposed-part-kit-of-urinal-sensor-antique-copper_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-acr-51085k/1789290727867-snr-acr-51085k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Urinal Sensor - Black Chrome","Jaquar","SNR-BCH-51085K","Showers","https://www.jaquar.com/images/thumbs/0053931_exposed-part-kit-of-urinal-sensor-black-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-bch-51085k/1789290727745-snr-bch-51085k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Urinal Sensor - Black Matt","Jaquar","SNR-BLM-51085K","Showers","https://www.jaquar.com/images/thumbs/0053933_exposed-part-kit-of-urinal-sensor-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-blm-51085k/1789290726827-snr-blm-51085k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Urinal Sensor - Blush Gold Bright PVD","Jaquar","SNR-BGP-51085K","Showers","https://www.jaquar.com/images/thumbs/0056006_exposed-part-kit-of-urinal-sensor-blush-gold-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-bgp-51085k/1789290726918-snr-bgp-51085k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Urinal Sensor - Chrome","Jaquar","SNR-CHR-51085K","Showers","https://www.jaquar.com/images/thumbs/0070810_exposed-part-kit-of-urinal-sensor-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-chr-51085k/1789290728576-snr-chr-51085k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Urinal Sensor - Gold Bright PVD","Jaquar","SNR-GBP-51085K","Showers","https://www.jaquar.com/images/thumbs/0055893_exposed-part-kit-of-urinal-sensor-gold-bright-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-gbp-51085k/1789290726322-snr-gbp-51085k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Urinal Sensor - Gold Matt PVD","Jaquar","SNR-GMP-51085K","Showers","https://www.jaquar.com/images/thumbs/0055683_exposed-part-kit-of-urinal-sensor-gold-matt-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-gmp-51085k/1789290725753-snr-gmp-51085k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Urinal Sensor - Graphite","Jaquar","SNR-GRF-51085K","Showers","https://www.jaquar.com/images/thumbs/0053938_exposed-part-kit-of-urinal-sensor-graphite_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-grf-51085k/1789290724560-snr-grf-51085k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of Urinal Sensor - Stainless Steel","Jaquar","SNR-SSF-51085K","Showers","https://www.jaquar.com/images/thumbs/0053939_exposed-part-kit-of-urinal-sensor-stainless-steel_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-ssf-51085k/1789290723601-snr-ssf-51085k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Part Kit of i Flush - Chrome","Jaquar","FLV-CHR-1075NK","Wellness","https://www.jaquar.com/images/thumbs/0033853_exposed-part-kit-of-i-flush-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/flv-chr-1075nk/1789292534659-flv-chr-1075nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts kit of Single Lever Basin Mixer Wall Mounted - Black Chrome","Jaquar","LAG-BCH-91231NK","Faucets","https://www.jaquar.com/images/thumbs/0060750_exposed-parts-kit-of-single-lever-basin-mixer-wall-mounted-black-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-bch-91231nk/1789294351428-lag-bch-91231nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts kit of Single Lever Basin Mixer Wall Mounted - Black Matt","Jaquar","LAG-BLM-91231NK","Faucets","https://www.jaquar.com/images/thumbs/0060751_exposed-parts-kit-of-single-lever-basin-mixer-wall-mounted-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-blm-91231nk/1789294350156-lag-blm-91231nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts kit of Single Lever Basin Mixer Wall Mounted - Blush Gold Bright PVD","Jaquar","LAG-BGP-91231NK","Faucets","https://www.jaquar.com/images/thumbs/0060757_exposed-parts-kit-of-single-lever-basin-mixer-wall-mounted-blush-gold-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-bgp-91231nk/1789288236423-lag-bgp-91231nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts kit of Single Lever Basin Mixer Wall Mounted - Chrome","Jaquar","LAG-CHR-91231NK","Faucets","https://www.jaquar.com/images/thumbs/0060749_exposed-parts-kit-of-single-lever-basin-mixer-wall-mounted-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-chr-91231nk/1789294353108-lag-chr-91231nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts kit of Single Lever Basin Mixer Wall Mounted - Gold Bright PVD","Jaquar","LAG-GBP-91231NK","Faucets","https://www.jaquar.com/images/thumbs/0060755_exposed-parts-kit-of-single-lever-basin-mixer-wall-mounted-gold-bright-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-gbp-91231nk/1789294343674-lag-gbp-91231nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts kit of Single Lever Basin Mixer Wall Mounted - Gold Matt PVD","Jaquar","LAG-GMP-91231NK","Faucets","https://www.jaquar.com/images/thumbs/0060752_exposed-parts-kit-of-single-lever-basin-mixer-wall-mounted-gold-matt-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-gmp-91231nk/1789294345623-lag-gmp-91231nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts kit of Single Lever Basin Mixer Wall Mounted - Lever: Black Chrome | Body: Black Matt","Jaquar","LAG-BBC-91231NK","Faucets","https://www.jaquar.com/images/thumbs/0060753_exposed-parts-kit-of-single-lever-basin-mixer-wall-mounted-lever-black-chrome-body-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-bbc-91231nk/1789294345530-lag-bbc-91231nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts kit of Single Lever Basin Mixer Wall Mounted - Lever: Gold Bright PVD | Body: Gold Matt PVD","Jaquar","LAG-GMG-91231NK","Faucets","https://www.jaquar.com/images/thumbs/0060754_exposed-parts-kit-of-single-lever-basin-mixer-wall-mounted-lever-gold-bright-pvd-body-gold-matt-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-gmg-91231nk/1789294345525-lag-gmg-91231nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts kit of Single Lever Basin Mixer Wall Mounted - Lever: Gold Matt PVD | Body: Black Matt","Jaquar","LAG-BGM-91231NK","Faucets","https://www.jaquar.com/images/thumbs/0060756_exposed-parts-kit-of-single-lever-basin-mixer-wall-mounted-lever-gold-matt-pvd-body-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lag-bgm-91231nk/1789288432240-lag-bgm-91231nk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts of Floor Mounted Single Lever Bath Mixer","Jaquar","LYR-CHR-38121K","Faucets","https://www.jaquar.com/images/thumbs/0015441_exposed-parts-of-floor-mounted-single-lever-bath-mixer_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/lyr-chr-38121k/1789294730046-lyr-chr-38121k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts of Floor Mounted Single Lever Bath Mixer","Jaquar","ARI-CHR-39121K","Faucets","https://www.jaquar.com/images/thumbs/0015443_exposed-parts-of-floor-mounted-single-lever-bath-mixer_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/ari-chr-39121k/1789294729124-ari-chr-39121k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts of Floor Mounted Single Lever Bath Mixer","Jaquar","FUS-CHR-29121K","Faucets","https://www.jaquar.com/images/thumbs/0015454_exposed-parts-of-floor-mounted-single-lever-bath-mixer_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/fus-chr-29121k/1789294728805-fus-chr-29121k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts of Floor Mounted Single Lever Bath Mixer","Jaquar","SOL-CHR-6121K","Faucets","https://www.jaquar.com/images/thumbs/0015452_exposed-parts-of-floor-mounted-single-lever-bath-mixer_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/sol-chr-6121k/1789294729207-sol-chr-6121k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze","Jaquar","ALI-ABR-85121K","Faucets","https://www.jaquar.com/images/thumbs/0052182_exposed-parts-of-floor-mounted-single-lever-bath-mixer-antique-bronze_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/ali-abr-85121k/1789292879171-ali-abr-85121k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze","Jaquar","VGP-ABR-81121K","Faucets","https://www.jaquar.com/images/thumbs/0060354_exposed-parts-of-floor-mounted-single-lever-bath-mixer-antique-bronze_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/vgp-abr-81121k/1789292730395-vgp-abr-81121k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze","Jaquar","OPP-ABR-15121KPM","Faucets","https://www.jaquar.com/images/thumbs/0060318_exposed-parts-of-floor-mounted-single-lever-bath-mixer-antique-bronze_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/opp-abr-15121kpm/1789292776596-opp-abr-15121kpm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze","Jaquar","KUP-ABR-35121KPM","Faucets","https://www.jaquar.com/images/thumbs/0052273_exposed-parts-of-floor-mounted-single-lever-bath-mixer-antique-bronze_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/kup-abr-35121kpm/1789292780486-kup-abr-35121kpm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze","Jaquar","ORP-ABR-10121KPM","Faucets","https://www.jaquar.com/images/thumbs/0060290_exposed-parts-of-floor-mounted-single-lever-bath-mixer-antique-bronze_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/orp-abr-10121kpm/1789292773286-orp-abr-10121kpm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper","Jaquar","ORP-ACR-10121KPM","Faucets","https://www.jaquar.com/images/thumbs/0060289_exposed-parts-of-floor-mounted-single-lever-bath-mixer-antique-copper_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/orp-acr-10121kpm/1789292773121-orp-acr-10121kpm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper","Jaquar","ALI-ACR-85121K","Faucets","https://www.jaquar.com/images/thumbs/0060532_exposed-parts-of-floor-mounted-single-lever-bath-mixer-antique-copper_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/ali-acr-85121k/1789292879070-ali-acr-85121k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper","Jaquar","VGP-ACR-81121K","Faucets","https://www.jaquar.com/images/thumbs/0060355_exposed-parts-of-floor-mounted-single-lever-bath-mixer-antique-copper_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/vgp-acr-81121k/1789292730022-vgp-acr-81121k.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper","Jaquar","OPP-ACR-15121KPM","Faucets","https://www.jaquar.com/images/thumbs/0060317_exposed-parts-of-floor-mounted-single-lever-bath-mixer-antique-copper_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/opp-acr-15121kpm/1789292775534-opp-acr-15121kpm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper","Jaquar","KUP-ACR-35121KPM","Faucets","https://www.jaquar.com/images/thumbs/0060346_exposed-parts-of-floor-mounted-single-lever-bath-mixer-antique-copper_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/kup-acr-35121kpm/1789292779521-kup-acr-35121kpm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Chrome","Jaquar","FLP-BCH-5121KPM","Faucets","https://www.jaquar.com/images/thumbs/0048296_exposed-parts-of-floor-mounted-single-lever-bath-mixer-black-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/flp-bch-5121kpm/1789288152011-flp-bch-5121kpm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
